,id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,metadata,text_content
10,9204,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2011.0,Casual,Puma Men Future Cat Remix SF Black Casual Shoes,"{'id': '9204', 'gender': 'Men', 'masterCategory': 'Footwear', 'subCategory': 'Shoes', 'articleType': 'Casual Shoes', 'baseColour': 'Black', 'season': 'Summer', 'year': '2011.0', 'usage': 'Casual', 'productDisplayName': 'Puma Men Future Cat Remix SF Black Casual Shoes'}",Men :: Footwear :: Shoes :: Casual Shoes :: Black :: Summer :: 2011.0 :: Casual :: Puma Men Future Cat Remix SF Black Casual Shoes
11,48123,Women,Accessories,Belts,Belts,Black,Summer,2012.0,Casual,Fossil Women Black Huarache Weave Belt,"{'id': '48123', 'gender': 'Women', 'masterCategory': 'Accessories', 'subCategory': 'Belts', 'articleType': 'Belts', 'baseColour': 'Black', 'season': 'Summer', 'year': '2012.0', 'usage': 'Casual', 'productDisplayName': 'Fossil Women Black Huarache Weave Belt'}",Women :: Accessories :: Belts :: Belts :: Black :: Summer :: 2012.0 :: Casual :: Fossil Women Black Huarache Weave Belt
12,18653,Men,Footwear,Flip Flops,Flip Flops,Black,Fall,2011.0,Casual,Fila Men Cush Flex Black Slippers,"{'id': '18653', 'gender': 'Men', 'masterCategory': 'Footwear', 'subCategory': 'Flip Flops', 'articleType': 'Flip Flops', 'baseColour': 'Black', 'season': 'Fall', 'year': '2011.0', 'usage': 'Casual', 'productDisplayName': 'Fila Men Cush Flex Black Slippers'}",Men :: Footwear :: Flip Flops :: Flip Flops :: Black :: Fall :: 2011.0 :: Casual :: Fila Men Cush Flex Black Slippers
13,47957,Women,Accessories,Bags,Handbags,Blue,Summer,2012.0,Casual,Murcia Women Blue Handbag,"{'id': '47957', 'gender': 'Women', 'masterCategory': 'Accessories', 'subCategory': 'Bags', 'articleType': 'Handbags', 'baseColour': 'Blue', 'season': 'Summer', 'year': '2012.0', 'usage': 'Casual', 'productDisplayName': 'Murcia Women Blue Handbag'}",Women :: Accessories :: Bags :: Handbags :: Blue :: Summer :: 2012.0 :: Casual :: Murcia Women Blue Handbag
14,46885,Boys,Footwear,Flip Flops,Flip Flops,Navy Blue,Fall,2012.0,Casual,Ben 10 Boys Navy Blue Slippers,"{'id': '46885', 'gender': 'Boys', 'masterCategory': 'Footwear', 'subCategory': 'Flip Flops', 'articleType': 'Flip Flops', 'baseColour': 'Navy Blue', 'season': 'Fall', 'year': '2012.0', 'usage': 'Casual', 'productDisplayName': 'Ben 10 Boys Navy Blue Slippers'}",Boys :: Footwear :: Flip Flops :: Flip Flops :: Navy Blue :: Fall :: 2012.0 :: Casual :: Ben 10 Boys Navy Blue Slippers
15,12369,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Formal,Reid & Taylor Men Check Purple Shirts,"{'id': '12369', 'gender': 'Men', 'masterCategory': 'Apparel', 'subCategory': 'Topwear', 'articleType': 'Shirts', 'baseColour': 'Purple', 'season': 'Fall', 'year': '2011.0', 'usage': 'Formal', 'productDisplayName': 'Reid & Taylor Men Check Purple Shirts'}",Men :: Apparel :: Topwear :: Shirts :: Purple :: Fall :: 2011.0 :: Formal :: Reid & Taylor Men Check Purple Shirts
16,29928,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Police Men Black Dial Watch PL12889JVSB,"{'id': '29928', 'gender': 'Men', 'masterCategory': 'Accessories', 'subCategory': 'Watches', 'articleType': 'Watches', 'baseColour': 'Black', 'season': 'Winter', 'year': '2016.0', 'usage': 'Casual', 'productDisplayName': 'Police Men Black Dial Watch PL12889JVSB'}",Men :: Accessories :: Watches :: Watches :: Black :: Winter :: 2016.0 :: Casual :: Police Men Black Dial Watch PL12889JVSB
17,42419,Girls,Apparel,Topwear,Tops,White,Summer,2012.0,Casual,Gini and Jony Girls Knit White Top,"{'id': '42419', 'gender': 'Girls', 'masterCategory': 'Apparel', 'subCategory': 'Topwear', 'articleType': 'Tops', 'baseColour': 'White', 'season': 'Summer', 'year': '2012.0', 'usage': 'Casual', 'productDisplayName': 'Gini and Jony Girls Knit White Top'}",Girls :: Apparel :: Topwear :: Tops :: White :: Summer :: 2012.0 :: Casual :: Gini and Jony Girls Knit White Top
18,51832,Women,Apparel,Innerwear,Bra,Beige,Summer,2016.0,Casual,Bwitch Beige Full-Coverage Bra BW335,"{'id': '51832', 'gender': 'Women', 'masterCategory': 'Apparel', 'subCategory': 'Innerwear', 'articleType': 'Bra', 'baseColour': 'Beige', 'season': 'Summer', 'year': '2016.0', 'usage': 'Casual', 'productDisplayName': 'Bwitch Beige Full-Coverage Bra BW335'}",Women :: Apparel :: Innerwear :: Bra :: Beige :: Summer :: 2016.0 :: Casual :: Bwitch Beige Full-Coverage Bra BW335
19,47359,Women,Accessories,Bags,Handbags,Brown,Summer,2012.0,Casual,Baggit Women Brown Handbag,"{'id': '47359', 'gender': 'Women', 'masterCategory': 'Accessories', 'subCategory': 'Bags', 'articleType': 'Handbags', 'baseColour': 'Brown', 'season': 'Summer', 'year': '2012.0', 'usage': 'Casual', 'productDisplayName': 'Baggit Women Brown Handbag'}",Women :: Accessories :: Bags :: Handbags :: Brown :: Summer :: 2012.0 :: Casual :: Baggit Women Brown Handbag
20,17429,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,CASIO G-Shock Men Black Digital Watch G-7710-1DR G223,"{'id': '17429', 'gender': 'Men', 'masterCategory': 'Accessories', 'subCategory': 'Watches', 'articleType': 'Watches', 'baseColour': 'Black', 'season': 'Winter', 'year': '2016.0', 'usage': 'Casual', 'productDisplayName': 'CASIO G-Shock Men Black Digital Watch G-7710-1DR G223'}",Men :: Accessories :: Watches :: Watches :: Black :: Winter :: 2016.0 :: Casual :: CASIO G-Shock Men Black Digital Watch G-7710-1DR G223
21,12967,Men,Footwear,Sandal,Sandals,Black,Fall,2011.0,Casual,ADIDAS Men Spry M Black Sandals,"{'id': '12967', 'gender': 'Men', 'masterCategory': 'Footwear', 'subCategory': 'Sandal', 'articleType': 'Sandals', 'baseColour': 'Black', 'season': 'Fall', 'year': '2011.0', 'usage': 'Casual', 'productDisplayName': 'ADIDAS Men Spry M Black Sandals'}",Men :: Footwear :: Sandal :: Sandals :: Black :: Fall :: 2011.0 :: Casual :: ADIDAS Men Spry M Black Sandals
22,6842,Unisex,Accessories,Shoe Accessories,Shoe Accessories,Black,Summer,2011.0,Casual,Timberland Unisex Rubber Sole Brush Shoe Accessories,"{'id': '6842', 'gender': 'Unisex', 'masterCategory': 'Accessories', 'subCategory': 'Shoe Accessories', 'articleType': 'Shoe Accessories', 'baseColour': 'Black', 'season': 'Summer', 'year': '2011.0', 'usage': 'Casual', 'productDisplayName': 'Timberland Unisex Rubber Sole Brush Shoe Accessories'}",Unisex :: Accessories :: Shoe Accessories :: Shoe Accessories :: Black :: Summer :: 2011.0 :: Casual :: Timberland Unisex Rubber Sole Brush Shoe Accessories
23,13089,Men,Apparel,Topwear,Sweatshirts,Grey,Fall,2011.0,Sports,ADIDAS Men Lfc Auth Hood Grey Sweatshirts,"{'id': '13089', 'gender': 'Men', 'masterCategory': 'Apparel', 'subCategory': 'Topwear', 'articleType': 'Sweatshirts', 'baseColour': 'Grey', 'season': 'Fall', 'year': '2011.0', 'usage': 'Sports', 'productDisplayName': 'ADIDAS Men Lfc Auth Hood Grey Sweatshirts'}",Men :: Apparel :: Topwear :: Sweatshirts :: Grey :: Fall :: 2011.0 :: Sports :: ADIDAS Men Lfc Auth Hood Grey Sweatshirts
24,18461,Men,Personal Care,Fragrance,Deodorant,White,Spring,2017.0,Casual,David Beckham Signature Men Deos,"{'id': '18461', 'gender': 'Men', 'masterCategory': 'Personal Care', 'subCategory': 'Fragrance', 'articleType': 'Deodorant', 'baseColour': 'White', 'season': 'Spring', 'year': '2017.0', 'usage': 'Casual', 'productDisplayName': 'David Beckham Signature Men Deos'}",Men :: Personal Care :: Fragrance :: Deodorant :: White :: Spring :: 2017.0 :: Casual :: David Beckham Signature Men Deos
25,9036,Men,Footwear,Shoes,Formal Shoes,Black,Winter,2011.0,Formal,Buckaroo Men Flores Black Formal Shoes,"{'id': '9036', 'gender': 'Men', 'masterCategory': 'Footwear', 'subCategory': 'Shoes', 'articleType': 'Formal Shoes', 'baseColour': 'Black', 'season': 'Winter', 'year': '2011.0', 'usage': 'Formal', 'productDisplayName': 'Buckaroo Men Flores Black Formal Shoes'}",Men :: Footwear :: Shoes :: Formal Shoes :: Black :: Winter :: 2011.0 :: Formal :: Buckaroo Men Flores Black Formal Shoes
26,48311,Women,Accessories,Jewellery,Bracelet,Bronze,Winter,2012.0,Casual,Pitaraa Women Bronze Beaded Bracelet,"{'id': '48311', 'gender': 'Women', 'masterCategory': 'Accessories', 'subCategory': 'Jewellery', 'articleType': 'Bracelet', 'baseColour': 'Bronze', 'season': 'Winter', 'year': '2012.0', 'usage': 'Casual', 'productDisplayName': 'Pitaraa Women Bronze Beaded Bracelet'}",Women :: Accessories :: Jewellery :: Bracelet :: Bronze :: Winter :: 2012.0 :: Casual :: Pitaraa Women Bronze Beaded Bracelet
27,7990,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Sports,Fila Men's Round Neck Navy Blue T-shirt,"{'id': '7990', 'gender': 'Men', 'masterCategory': 'Apparel', 'subCategory': 'Topwear', 'articleType': 'Tshirts', 'baseColour': 'Navy Blue', 'season': 'Fall', 'year': '2011.0', 'usage': 'Sports', 'productDisplayName': ""Fila Men's Round Neck Navy Blue T-shirt""}",Men :: Apparel :: Topwear :: Tshirts :: Navy Blue :: Fall :: 2011.0 :: Sports :: Fila Men's Round Neck Navy Blue T-shirt
28,56019,Women,Personal Care,Lips,Lipstick,Brown,Spring,2017.0,Casual,Colorbar Soft Touch Show Stopper Copper Lipstick 037,"{'id': '56019', 'gender': 'Women', 'masterCategory': 'Personal Care', 'subCategory': 'Lips', 'articleType': 'Lipstick', 'baseColour': 'Brown', 'season': 'Spring', 'year': '2017.0', 'usage': 'Casual', 'productDisplayName': 'Colorbar Soft Touch Show Stopper Copper Lipstick 037'}",Women :: Personal Care :: Lips :: Lipstick :: Brown :: Spring :: 2017.0 :: Casual :: Colorbar Soft Touch Show Stopper Copper Lipstick 037
29,21977,Women,Accessories,Bags,Handbags,Brown,Winter,2015.0,Casual,Murcia Women Casual Brown Handbag,"{'id': '21977', 'gender': 'Women', 'masterCategory': 'Accessories', 'subCategory': 'Bags', 'articleType': 'Handbags', 'baseColour': 'Brown', 'season': 'Winter', 'year': '2015.0', 'usage': 'Casual', 'productDisplayName': 'Murcia Women Casual Brown Handbag'}",Women :: Accessories :: Bags :: Handbags :: Brown :: Winter :: 2015.0 :: Casual :: Murcia Women Casual Brown Handbag
30,37812,Men,Apparel,Topwear,Shirts,Navy Blue,Summer,2012.0,Formal,John Players Men Navy Blue Shirt,"{'id': '37812', 'gender': 'Men', 'masterCategory': 'Apparel', 'subCategory': 'Topwear', 'articleType': 'Shirts', 'baseColour': 'Navy Blue', 'season': 'Summer', 'year': '2012.0', 'usage': 'Formal', 'productDisplayName': 'John Players Men Navy Blue Shirt'}",Men :: Apparel :: Topwear :: Shirts :: Navy Blue :: Summer :: 2012.0 :: Formal :: John Players Men Navy Blue Shirt
31,4729,Boys,Apparel,Topwear,Tshirts,Green,Summer,2011.0,Casual,Disney Kids Boy's Crew Sea Life Sialing Green Teen Kidswear,"{'id': '4729', 'gender': 'Boys', 'masterCategory': 'Apparel', 'subCategory': 'Topwear', 'articleType': 'Tshirts', 'baseColour': 'Green', 'season': 'Summer', 'year': '2011.0', 'usage': 'Casual', 'productDisplayName': ""Disney Kids Boy's Crew Sea Life Sialing Green Teen Kidswear""}",Boys :: Apparel :: Topwear :: Tshirts :: Green :: Summer :: 2011.0 :: Casual :: Disney Kids Boy's Crew Sea Life Sialing Green Teen Kidswear
32,56825,Men,Apparel,Topwear,Shirts,Brown,Summer,2012.0,Casual,John Players Men Brown Shirt,"{'id': '56825', 'gender': 'Men', 'masterCategory': 'Apparel', 'subCategory': 'Topwear', 'articleType': 'Shirts', 'baseColour': 'Brown', 'season': 'Summer', 'year': '2012.0', 'usage': 'Casual', 'productDisplayName': 'John Players Men Brown Shirt'}",Men :: Apparel :: Topwear :: Shirts :: Brown :: Summer :: 2012.0 :: Casual :: John Players Men Brown Shirt
33,39988,Men,Footwear,Shoes,Casual Shoes,White,Winter,2014.0,Casual,Gas Men Europa White Shoes,"{'id': '39988', 'gender': 'Men', 'masterCategory': 'Footwear', 'subCategory': 'Shoes', 'articleType': 'Casual Shoes', 'baseColour': 'White', 'season': 'Winter', 'year': '2014.0', 'usage': 'Casual', 'productDisplayName': 'Gas Men Europa White Shoes'}",Men :: Footwear :: Shoes :: Casual Shoes :: White :: Winter :: 2014.0 :: Casual :: Gas Men Europa White Shoes
34,59051,Women,Footwear,Shoes,Flats,Black,Winter,2012.0,Casual,Carlton London Women Black & Gold Toned Flats,"{'id': '59051', 'gender': 'Women', 'masterCategory': 'Footwear', 'subCategory': 'Shoes', 'articleType': 'Flats', 'baseColour': 'Black', 'season': 'Winter', 'year': '2012.0', 'usage': 'Casual', 'productDisplayName': 'Carlton London Women Black & Gold Toned Flats'}",Women :: Footwear :: Shoes :: Flats :: Black :: Winter :: 2012.0 :: Casual :: Carlton London Women Black & Gold Toned Flats
35,20099,Women,Apparel,Topwear,Kurtas,Green,Fall,2011.0,Ethnic,Diva Women Embroided Green Kurta,"{'id': '20099', 'gender': 'Women', 'masterCategory': 'Apparel', 'subCategory': 'Topwear', 'articleType': 'Kurtas', 'baseColour': 'Green', 'season': 'Fall', 'year': '2011.0', 'usage': 'Ethnic', 'productDisplayName': 'Diva Women Embroided Green Kurta'}",Women :: Apparel :: Topwear :: Kurtas :: Green :: Fall :: 2011.0 :: Ethnic :: Diva Women Embroided Green Kurta
36,58183,Women,Accessories,Bags,Handbags,White,Summer,2012.0,Casual,Rocky S Women White Handbag,"{'id': '58183', 'gender': 'Women', 'masterCategory': 'Accessories', 'subCategory': 'Bags', 'articleType': 'Handbags', 'baseColour': 'White', 'season': 'Summer', 'year': '2012.0', 'usage': 'Casual', 'productDisplayName': 'Rocky S Women White Handbag'}",Women :: Accessories :: Bags :: Handbags :: White :: Summer :: 2012.0 :: Casual :: Rocky S Women White Handbag
37,29742,Women,Accessories,Bags,Handbags,Teal,Summer,2012.0,Casual,Kiara Women Teal Handbag,"{'id': '29742', 'gender': 'Women', 'masterCategory': 'Accessories', 'subCategory': 'Bags', 'articleType': 'Handbags', 'baseColour': 'Teal', 'season': 'Summer', 'year': '2012.0', 'usage': 'Casual', 'productDisplayName': 'Kiara Women Teal Handbag'}",Women :: Accessories :: Bags :: Handbags :: Teal :: Summer :: 2012.0 :: Casual :: Kiara Women Teal Handbag
38,51658,Women,Accessories,Watches,Watches,Copper,Winter,2016.0,Casual,Fossil Women Copper Chronograph Watch CH2589,"{'id': '51658', 'gender': 'Women', 'masterCategory': 'Accessories', 'subCategory': 'Watches', 'articleType': 'Watches', 'baseColour': 'Copper', 'season': 'Winter', 'year': '2016.0', 'usage': 'Casual', 'productDisplayName': 'Fossil Women Copper Chronograph Watch CH2589'}",Women :: Accessories :: Watches :: Watches :: Copper :: Winter :: 2016.0 :: Casual :: Fossil Women Copper Chronograph Watch CH2589
39,3954,Women,Apparel,Topwear,Tshirts,Pink,Summer,2011.0,Casual,Jealous 21 Women's Pink T-shirt,"{'id': '3954', 'gender': 'Women', 'masterCategory': 'Apparel', 'subCategory': 'Topwear', 'articleType': 'Tshirts', 'baseColour': 'Pink', 'season': 'Summer', 'year': '2011.0', 'usage': 'Casual', 'productDisplayName': ""Jealous 21 Women's Pink T-shirt""}",Women :: Apparel :: Topwear :: Tshirts :: Pink :: Summer :: 2011.0 :: Casual :: Jealous 21 Women's Pink T-shirt
40,18839,Men,Accessories,Belts,Belts,Black,Fall,2011.0,Formal,Peter England Men Formal Black Belt,"{'id': '18839', 'gender': 'Men', 'masterCategory': 'Accessories', 'subCategory': 'Belts', 'articleType': 'Belts', 'baseColour': 'Black', 'season': 'Fall', 'year': '2011.0', 'usage': 'Formal', 'productDisplayName': 'Peter England Men Formal Black Belt'}",Men :: Accessories :: Belts :: Belts :: Black :: Fall :: 2011.0 :: Formal :: Peter England Men Formal Black Belt
41,2886,Women,Footwear,Shoes,Flats,Brown,Winter,2015.0,Casual,Catwalk Women Leather Brown Flats,"{'id': '2886', 'gender': 'Women', 'masterCategory': 'Footwear', 'subCategory': 'Shoes', 'articleType': 'Flats', 'baseColour': 'Brown', 'season': 'Winter', 'year': '2015.0', 'usage': 'Casual', 'productDisplayName': 'Catwalk Women Leather Brown Flats'}",Women :: Footwear :: Shoes :: Flats :: Brown :: Winter :: 2015.0 :: Casual :: Catwalk Women Leather Brown Flats
42,23278,Men,Accessories,Watches,Watches,Off White,Winter,2016.0,Casual,Maxima Ssteele Men Off White Watch,"{'id': '23278', 'gender': 'Men', 'masterCategory': 'Accessories', 'subCategory': 'Watches', 'articleType': 'Watches', 'baseColour': 'Off White', 'season': 'Winter', 'year': '2016.0', 'usage': 'Casual', 'productDisplayName': 'Maxima Ssteele Men Off White Watch'}",Men :: Accessories :: Watches :: Watches :: Off White :: Winter :: 2016.0 :: Casual :: Maxima Ssteele Men Off White Watch
43,28690,Women,Apparel,Topwear,Kurtas,Beige,Summer,2012.0,Ethnic,W Women Printed Beige Kurta,"{'id': '28690', 'gender': 'Women', 'masterCategory': 'Apparel', 'subCategory': 'Topwear', 'articleType': 'Kurtas', 'baseColour': 'Beige', 'season': 'Summer', 'year': '2012.0', 'usage': 'Ethnic', 'productDisplayName': 'W Women Printed Beige Kurta'}",Women :: Apparel :: Topwear :: Kurtas :: Beige :: Summer :: 2012.0 :: Ethnic :: W Women Printed Beige Kurta
44,8580,Men,Apparel,Topwear,Waistcoat,Grey,Fall,2011.0,Casual,Scullers Men  Grey Waistcoat,"{'id': '8580', 'gender': 'Men', 'masterCategory': 'Apparel', 'subCategory': 'Topwear', 'articleType': 'Waistcoat', 'baseColour': 'Grey', 'season': 'Fall', 'year': '2011.0', 'usage': 'Casual', 'productDisplayName': 'Scullers Men  Grey Waistcoat'}",Men :: Apparel :: Topwear :: Waistcoat :: Grey :: Fall :: 2011.0 :: Casual :: Scullers Men  Grey Waistcoat
45,3168,Men,Footwear,Shoes,Sports Shoes,White,Fall,2010.0,Sports,Nike Men's Incinerate MSL White Blue Shoe,"{'id': '3168', 'gender': 'Men', 'masterCategory': 'Footwear', 'subCategory': 'Shoes', 'articleType': 'Sports Shoes', 'baseColour': 'White', 'season': 'Fall', 'year': '2010.0', 'usage': 'Sports', 'productDisplayName': ""Nike Men's Incinerate MSL White Blue Shoe""}",Men :: Footwear :: Shoes :: Sports Shoes :: White :: Fall :: 2010.0 :: Sports :: Nike Men's Incinerate MSL White Blue Shoe
46,18005,Men,Apparel,Bottomwear,Shorts,Black,Summer,2011.0,Sports,Puma Men Long Logo Black Bermuda,"{'id': '18005', 'gender': 'Men', 'masterCategory': 'Apparel', 'subCategory': 'Bottomwear', 'articleType': 'Shorts', 'baseColour': 'Black', 'season': 'Summer', 'year': '2011.0', 'usage': 'Sports', 'productDisplayName': 'Puma Men Long Logo Black Bermuda'}",Men :: Apparel :: Bottomwear :: Shorts :: Black :: Summer :: 2011.0 :: Sports :: Puma Men Long Logo Black Bermuda
47,17871,Men,Apparel,Innerwear,Briefs,Maroon,Winter,2016.0,Casual,Levis Men Boxer Maroon Brief,"{'id': '17871', 'gender': 'Men', 'masterCategory': 'Apparel', 'subCategory': 'Innerwear', 'articleType': 'Briefs', 'baseColour': 'Maroon', 'season': 'Winter', 'year': '2016.0', 'usage': 'Casual', 'productDisplayName': 'Levis Men Boxer Maroon Brief'}",Men :: Apparel :: Innerwear :: Briefs :: Maroon :: Winter :: 2016.0 :: Casual :: Levis Men Boxer Maroon Brief
48,9452,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Formal,John Miller Men Stripes White Red Shirts,"{'id': '9452', 'gender': 'Men', 'masterCategory': 'Apparel', 'subCategory': 'Topwear', 'articleType': 'Shirts', 'baseColour': 'Red', 'season': 'Fall', 'year': '2011.0', 'usage': 'Formal', 'productDisplayName': 'John Miller Men Stripes White Red Shirts'}",Men :: Apparel :: Topwear :: Shirts :: Red :: Fall :: 2011.0 :: Formal :: John Miller Men Stripes White Red Shirts
49,38402,Women,Accessories,Belts,Belts,Black,Summer,2012.0,Casual,Baggit Women Hood Dabang Black Belt,"{'id': '38402', 'gender': 'Women', 'masterCategory': 'Accessories', 'subCategory': 'Belts', 'articleType': 'Belts', 'baseColour': 'Black', 'season': 'Summer', 'year': '2012.0', 'usage': 'Casual', 'productDisplayName': 'Baggit Women Hood Dabang Black Belt'}",Women :: Accessories :: Belts :: Belts :: Black :: Summer :: 2012.0 :: Casual :: Baggit Women Hood Dabang Black Belt
50,44984,Women,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Maxima Women White Dial Watch,"{'id': '44984', 'gender': 'Women', 'masterCategory': 'Accessories', 'subCategory': 'Watches', 'articleType': 'Watches', 'baseColour': 'White', 'season': 'Winter', 'year': '2016.0', 'usage': 'Casual', 'productDisplayName': 'Maxima Women White Dial Watch'}",Women :: Accessories :: Watches :: Watches :: White :: Winter :: 2016.0 :: Casual :: Maxima Women White Dial Watch
51,10268,Men,Footwear,Shoes,Formal Shoes,Black,Fall,2012.0,Formal,Clarks Men Hang Work Leather Black Formal Shoes,"{'id': '10268', 'gender': 'Men', 'masterCategory': 'Footwear', 'subCategory': 'Shoes', 'articleType': 'Formal Shoes', 'baseColour': 'Black', 'season': 'Fall', 'year': '2012.0', 'usage': 'Formal', 'productDisplayName': 'Clarks Men Hang Work Leather Black Formal Shoes'}",Men :: Footwear :: Shoes :: Formal Shoes :: Black :: Fall :: 2012.0 :: Formal :: Clarks Men Hang Work Leather Black Formal Shoes
52,45856,Women,Apparel,Topwear,Kurtas,Brown,Summer,2012.0,Ethnic,Vishudh Women Brown Kurta,"{'id': '45856', 'gender': 'Women', 'masterCategory': 'Apparel', 'subCategory': 'Topwear', 'articleType': 'Kurtas', 'baseColour': 'Brown', 'season': 'Summer', 'year': '2012.0', 'usage': 'Ethnic', 'productDisplayName': 'Vishudh Women Brown Kurta'}",Women :: Apparel :: Topwear :: Kurtas :: Brown :: Summer :: 2012.0 :: Ethnic :: Vishudh Women Brown Kurta
